topic,app,applicationCategory,systemBandwidth,commChannelLossAN,commChannelLossRT,commChannelLossTS,commChannelLossVS,brokerCapacity,priority,priorityID,processingRate,publishFrequency,messageSize,scenario_case,latency
videosurveillance,app7,AN,650,0.0,0.0,0,0.1,100,0,dropVS10,1000,1,14310092.37,80,3.790929824784209
amazonecho,app14,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,105869.28,80,
amazonecho,app21,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,105869.28,80,
amazonecho,app27,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,105869.28,80,
amazonecho,app30,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,105869.28,80,
amazonecho,app32,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,105869.28,80,
amazonecho,app5,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,105869.28,80,
amazonecho,app7,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,105869.28,80,
amazonecho,app8,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,105869.28,80,
bms,app12,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,16091324.56,80,
bms,app17,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,16091324.56,80,
bms,app1,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,16091324.56,80,
bms,app27,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,16091324.56,80,
bms,app2,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,16091324.56,80,
bms,app30,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,16091324.56,80,
bms,app8,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,16091324.56,80,
energymanagement,app12,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app1,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app24,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,3324693.6,80,
energymanagement,app27,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,3324693.6,80,
energymanagement,app2,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app30,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,3324693.6,80,
energymanagement,app32,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,3324693.6,80,
energymanagement,app3,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app4,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app5,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app6,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app7,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
energymanagement,app8,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,3324693.6,80,
firedetection,app1,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,191693.0,80,
firedetection,app22,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app23,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app25,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app27,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app29,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app30,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app31,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,191693.0,80,
firedetection,app7,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,191693.0,80,
intrusiondetection,app21,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app24,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app2,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app36,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app40,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app41,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app45,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app47,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,47583046.2,80,
intrusiondetection,app6,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,47583046.2,80,
occupancymanagement,app12,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app17,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app21,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app42,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app43,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app44,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app5,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,280313.84,80,
occupancymanagement,app8,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,280313.84,80,
printing,app11,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app12,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app13,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app14,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app15,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app16,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app17,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app18,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app2,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app4,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
printing,app5,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,624394.2,80,
smartthings,app11,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,205264.41,80,
smartthings,app14,TS,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,205264.41,80,
smartthings,app1,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,205264.41,80,
smartthings,app21,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,205264.41,80,
smartthings,app28,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,205264.41,80,
smartthings,app3,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,205264.41,80,
smartthings,app8,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,205264.41,80,
videosurveillance,app26,RT,650,0.0,0.0,0,0.0,100,0,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app36,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app37,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app38,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app39,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app46,VS,650,0.0,0.0,0,0.0,100,1,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app4,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,14310092.37,80,
videosurveillance,app7,AN,650,0.0,0.0,0,0.0,100,2,dropRTVS,1000,1,14310092.37,80,
amazonecho,app14,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app21,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app27,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app30,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app32,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app5,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app7,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
amazonecho,app8,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,105869.28,80,
bms,app12,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app17,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app1,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app27,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app2,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app30,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
bms,app8,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,16091324.56,80,
energymanagement,app12,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app1,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app24,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app27,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app2,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app30,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app32,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app3,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app4,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app5,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app6,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app7,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
energymanagement,app8,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,3324693.6,80,
firedetection,app1,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app22,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app23,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app25,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app27,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app29,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app30,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app31,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
firedetection,app7,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,191693.0,80,
intrusiondetection,app21,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app24,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app2,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app36,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app40,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app41,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app45,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app47,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
intrusiondetection,app6,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,47583046.2,80,
occupancymanagement,app12,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app17,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app21,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app42,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app43,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app44,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app5,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
occupancymanagement,app8,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,280313.84,80,
printing,app11,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app12,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app13,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app14,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app15,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app16,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app17,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app18,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app2,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app4,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
printing,app5,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,624394.2,80,
smartthings,app11,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app14,TS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app1,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app21,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app28,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app3,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
smartthings,app8,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,205264.41,80,
videosurveillance,app26,RT,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app36,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app37,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app38,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app39,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app46,VS,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app4,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
videosurveillance,app7,AN,650,0.0,0.0,0,0.0,100,0,prioritizeTopic,1000,1,14310092.37,80,
amazonecho,app14,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,105869.28,80,
amazonecho,app21,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app27,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app30,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app32,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app5,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app7,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
amazonecho,app8,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,105869.28,80,
bms,app12,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,16091324.56,80,
bms,app17,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,16091324.56,80,
bms,app1,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,16091324.56,80,
bms,app27,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,16091324.56,80,
bms,app2,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,16091324.56,80,
bms,app30,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,16091324.56,80,
bms,app8,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,16091324.56,80,
energymanagement,app12,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,3324693.6,80,
energymanagement,app1,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app24,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app27,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app2,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app30,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app32,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app3,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app4,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app5,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app6,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app7,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
energymanagement,app8,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,3324693.6,80,
firedetection,app1,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app22,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app23,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app25,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app27,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app29,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app30,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app31,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
firedetection,app7,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,191693.0,80,
intrusiondetection,app21,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app24,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app2,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app36,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app40,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app41,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app45,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app47,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
intrusiondetection,app6,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,47583046.2,80,
occupancymanagement,app12,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,280313.84,80,
occupancymanagement,app17,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,280313.84,80,
occupancymanagement,app21,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
occupancymanagement,app42,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
occupancymanagement,app43,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
occupancymanagement,app44,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
occupancymanagement,app5,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
occupancymanagement,app8,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,280313.84,80,
printing,app11,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app12,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app13,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app14,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app15,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app16,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app17,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app18,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,624394.2,80,
printing,app2,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,624394.2,80,
printing,app4,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,624394.2,80,
printing,app5,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,624394.2,80,
smartthings,app11,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,205264.41,80,
smartthings,app14,TS,650,0.0,0.0,0,0.0,100,0,dropTS,1000,1,205264.41,80,
smartthings,app1,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,205264.41,80,
smartthings,app21,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,205264.41,80,
smartthings,app28,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,205264.41,80,
smartthings,app3,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,205264.41,80,
smartthings,app8,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,205264.41,80,
videosurveillance,app26,RT,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app36,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app37,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app38,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app39,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app46,VS,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app4,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
videosurveillance,app7,AN,650,0.0,0.0,0,0.0,100,1,dropTS,1000,1,14310092.37,80,
amazonecho,app14,TS,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,105869.28,80,5.697204991871514
amazonecho,app21,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,105869.28,80,0.2485656790065902
amazonecho,app27,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,105869.28,80,0.2433650734071371
amazonecho,app30,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,105869.28,80,0.2249504491323463
amazonecho,app32,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,105869.28,80,0.2513536817500718
amazonecho,app5,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,105869.28,80,5.833854545022025
amazonecho,app7,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,105869.28,80,5.740432948073569
amazonecho,app8,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,105869.28,80,5.849749446531796
bms,app12,TS,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,16091324.56,80,5.7921253262403205
bms,app17,TS,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,16091324.56,80,5.756246373167372
bms,app1,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,16091324.56,80,5.746878701731016
bms,app27,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,16091324.56,80,0.1742474827614518
bms,app2,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,16091324.56,80,5.7516711827167
bms,app30,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,16091324.56,80,0.1753395664879905
bms,app8,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,16091324.56,80,5.735840728831563
energymanagement,app12,TS,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,3324693.6,80,6.039305222921096
energymanagement,app1,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,3324693.6,80,6.020066110549194
energymanagement,app24,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,3324693.6,80,0.2458100203596454
energymanagement,app27,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,3324693.6,80,0.2425030067304991
energymanagement,app2,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,3324693.6,80,5.951417007342666
energymanagement,app30,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,3324693.6,80,0.2478030849263433
energymanagement,app32,RT,650,0.0,0.0,0,0.0,100,0,prioRT,1000,1,3324693.6,80,0.2452057884764783
energymanagement,app3,AN,650,0.0,0.0,0,0.0,100,1,prioRT,1000,1,3324693.6,80,5.994885348879335
